"Cancer","0","1","2","3","4","Method","Age","Gender","Stratification","GenderAge","Database","CalenderYearGp"
"IncidentPancreaticCancer","311","61","21","7","<5","Kaplan-Meier","60-69","Female","Age*Gender","Female_60-69","CPRDGold","2005-2009"
"IncidentPancreaticCancer","429","63","14","9","<5","Kaplan-Meier","70-79","Female","Age*Gender","Female_70-79","CPRDGold","2005-2009"
"IncidentPancreaticCancer","390","48","17","7","<5","Kaplan-Meier","80-89","Female","Age*Gender","Female_80-89","CPRDGold","2005-2009"
"IncidentPancreaticCancer","74","<5","0","0","0","Kaplan-Meier",">=90","Female","Age*Gender","Female_>=90","CPRDGold","2005-2009"
"IncidentPancreaticCancer","<5","0","0","0","0","Kaplan-Meier","18-29","Male","Age*Gender","Male_18-29","CPRDGold","2005-2009"
"IncidentPancreaticCancer","11","<5","<5","<5","0","Kaplan-Meier","30-39","Male","Age*Gender","Male_30-39","CPRDGold","2005-2009"
"IncidentPancreaticCancer","50","14","7","<5","0","Kaplan-Meier","40-49","Male","Age*Gender","Male_40-49","CPRDGold","2005-2009"
"IncidentPancreaticCancer","185","45","19","12","<5","Kaplan-Meier","50-59","Male","Age*Gender","Male_50-59","CPRDGold","2005-2009"
"IncidentPancreaticCancer","374","71","27","13","<5","Kaplan-Meier","60-69","Male","Age*Gender","Male_60-69","CPRDGold","2005-2009"
"IncidentPancreaticCancer","426","65","24","9","<5","Kaplan-Meier","70-79","Male","Age*Gender","Male_70-79","CPRDGold","2005-2009"
"IncidentPancreaticCancer","221","20","7","<5","0","Kaplan-Meier","80-89","Male","Age*Gender","Male_80-89","CPRDGold","2005-2009"
"IncidentPancreaticCancer","36","<5","0","0","0","Kaplan-Meier",">=90","Male","Age*Gender","Male_>=90","CPRDGold","2005-2009"
"IncidentStomachCancer","<5","0","0","0","0","Kaplan-Meier","18-29","Female","Age*Gender","Female_18-29","CPRDGold","2005-2009"
"IncidentStomachCancer","12","8","<5","0","0","Kaplan-Meier","30-39","Female","Age*Gender","Female_30-39","CPRDGold","2005-2009"
"IncidentStomachCancer","32","11","<5","<5","0","Kaplan-Meier","40-49","Female","Age*Gender","Female_40-49","CPRDGold","2005-2009"
"IncidentStomachCancer","70","29","19","11","<5","Kaplan-Meier","50-59","Female","Age*Gender","Female_50-59","CPRDGold","2005-2009"
"IncidentStomachCancer","129","45","21","9","<5","Kaplan-Meier","60-69","Female","Age*Gender","Female_60-69","CPRDGold","2005-2009"
"IncidentStomachCancer","281","102","47","24","13","Kaplan-Meier","70-79","Female","Age*Gender","Female_70-79","CPRDGold","2005-2009"
"IncidentStomachCancer","300","77","31","19","<5","Kaplan-Meier","80-89","Female","Age*Gender","Female_80-89","CPRDGold","2005-2009"
"IncidentStomachCancer","58","7","<5","<5","<5","Kaplan-Meier",">=90","Female","Age*Gender","Female_>=90","CPRDGold","2005-2009"
"IncidentStomachCancer","<5","<5","<5","<5","<5","Kaplan-Meier","18-29","Male","Age*Gender","Male_18-29","CPRDGold","2005-2009"
"IncidentStomachCancer","9","<5","<5","<5","<5","Kaplan-Meier","30-39","Male","Age*Gender","Male_30-39","CPRDGold","2005-2009"
"IncidentStomachCancer","40","12","6","<5","<5","Kaplan-Meier","40-49","Male","Age*Gender","Male_40-49","CPRDGold","2005-2009"
"IncidentStomachCancer","104","33","15","11","6","Kaplan-Meier","50-59","Male","Age*Gender","Male_50-59","CPRDGold","2005-2009"
"IncidentStomachCancer","300","109","38","16","6","Kaplan-Meier","60-69","Male","Age*Gender","Male_60-69","CPRDGold","2005-2009"
"IncidentStomachCancer","597","189","81","40","16","Kaplan-Meier","70-79","Male","Age*Gender","Male_70-79","CPRDGold","2005-2009"
"IncidentStomachCancer","365","77","30","8","<5","Kaplan-Meier","80-89","Male","Age*Gender","Male_80-89","CPRDGold","2005-2009"
"IncidentStomachCancer","47","<5","<5","<5","0","Kaplan-Meier",">=90","Male","Age*Gender","Male_>=90","CPRDGold","2005-2009"
"IncidentBreastCancer","22570","16239","10840","6485","2933","Kaplan-Meier","All","Both","None",NA,"CPRDGold","2010-2014"
"IncidentColorectalCancer","14883","9069","5650","3201","1372","Kaplan-Meier","All","Both","None",NA,"CPRDGold","2010-2014"
"IncidentEsophagealCancer","4091","1383","578","259","99","Kaplan-Meier","All","Both","None",NA,"CPRDGold","2010-2014"
"IncidentHeadNeckCancer","3484","2146","1347","755","321","Kaplan-Meier","All","Both","None",NA,"CPRDGold","2010-2014"
"IncidentLiverCancer","1160","364","161","82","21","Kaplan-Meier","All","Both","None",NA,"CPRDGold","2010-2014"
"IncidentLungCancer","12050","3333","1367","594","222","Kaplan-Meier","All","Both","None",NA,"CPRDGold","2010-2014"
"IncidentPancreaticCancer","2871","497","170","72","24","Kaplan-Meier","All","Both","None",NA,"CPRDGold","2010-2014"
"IncidentProstateCancer","17956","12759","8394","4898","2174","Kaplan-Meier","All","Both","None",NA,"CPRDGold","2010-2014"
"IncidentStomachCancer","2018","657","299","164","74","Kaplan-Meier","All","Both","None",NA,"CPRDGold","2010-2014"
"IncidentBreastCancer","152","103","65","34","11","Kaplan-Meier","All","Male","Gender",NA,"CPRDGold","2010-2014"
"IncidentBreastCancer","22418","16136","10775","6451","2922","Kaplan-Meier","All","Female","Gender",NA,"CPRDGold","2010-2014"
"IncidentColorectalCancer","8340","5193","3190","1809","785","Kaplan-Meier","All","Male","Gender",NA,"CPRDGold","2010-2014"
"IncidentColorectalCancer","6543","3876","2460","1392","587","Kaplan-Meier","All","Female","Gender",NA,"CPRDGold","2010-2014"
"IncidentEsophagealCancer","2767","958","383","169","62","Kaplan-Meier","All","Male","Gender",NA,"CPRDGold","2010-2014"
"IncidentEsophagealCancer","1324","425","195","90","37","Kaplan-Meier","All","Female","Gender",NA,"CPRDGold","2010-2014"
"IncidentHeadNeckCancer","2420","1503","949","533","232","Kaplan-Meier","All","Male","Gender",NA,"CPRDGold","2010-2014"
"IncidentHeadNeckCancer","1064","643","398","222","89","Kaplan-Meier","All","Female","Gender",NA,"CPRDGold","2010-2014"
"IncidentLiverCancer","851","276","120","59","13","Kaplan-Meier","All","Male","Gender",NA,"CPRDGold","2010-2014"
"IncidentLiverCancer","309","88","41","23","8","Kaplan-Meier","All","Female","Gender",NA,"CPRDGold","2010-2014"
"IncidentLungCancer","6366","1621","635","270","95","Kaplan-Meier","All","Male","Gender",NA,"CPRDGold","2010-2014"
"IncidentLungCancer","5684","1712","732","324","127","Kaplan-Meier","All","Female","Gender",NA,"CPRDGold","2010-2014"
"IncidentPancreaticCancer","1426","268","84","37","20","Kaplan-Meier","All","Male","Gender",NA,"CPRDGold","2010-2014"
"IncidentPancreaticCancer","1445","229","86","35","<5","Kaplan-Meier","All","Female","Gender",NA,"CPRDGold","2010-2014"
"IncidentStomachCancer","1293","425","181","101","43","Kaplan-Meier","All","Male","Gender",NA,"CPRDGold","2010-2014"
"IncidentStomachCancer","725","232","118","63","31","Kaplan-Meier","All","Female","Gender",NA,"CPRDGold","2010-2014"
"IncidentBreastCancer","80","61","36","20","10","Kaplan-Meier","<30","Both","Age",NA,"CPRDGold","2010-2014"
"IncidentBreastCancer","638","454","291","171","81","Kaplan-Meier","30-39","Both","Age",NA,"CPRDGold","2010-2014"
"IncidentBreastCancer","3244","2447","1703","1045","468","Kaplan-Meier","40-49","Both","Age",NA,"CPRDGold","2010-2014"
"IncidentBreastCancer","5151","3834","2629","1639","763","Kaplan-Meier","50-59","Both","Age",NA,"CPRDGold","2010-2014"
"IncidentBreastCancer","6204","4657","3189","1955","896","Kaplan-Meier","60-69","Both","Age",NA,"CPRDGold","2010-2014"
"IncidentBreastCancer","3947","2781","1831","1056","466","Kaplan-Meier","70-79","Both","Age",NA,"CPRDGold","2010-2014"
"IncidentBreastCancer","2608","1678","1016","541","230","Kaplan-Meier","80-89","Both","Age",NA,"CPRDGold","2010-2014"
"IncidentBreastCancer","698","327","145","58","19","Kaplan-Meier",">=90","Both","Age",NA,"CPRDGold","2010-2014"
"IncidentColorectalCancer","38","25","16","8","<5","Kaplan-Meier","<30","Both","Age",NA,"CPRDGold","2010-2014"
"IncidentColorectalCancer","151","99","54","21","<5","Kaplan-Meier","30-39","Both","Age",NA,"CPRDGold","2010-2014"
"IncidentColorectalCancer","545","381","240","136","55","Kaplan-Meier","40-49","Both","Age",NA,"CPRDGold","2010-2014"
"IncidentColorectalCancer","1688","1090","687","388","164","Kaplan-Meier","50-59","Both","Age",NA,"CPRDGold","2010-2014"
"IncidentColorectalCancer","3895","2658","1750","1059","497","Kaplan-Meier","60-69","Both","Age",NA,"CPRDGold","2010-2014"
"IncidentColorectalCancer","4676","2963","1898","1088","471","Kaplan-Meier","70-79","Both","Age",NA,"CPRDGold","2010-2014"
"IncidentColorectalCancer","3335","1681","927","461","163","Kaplan-Meier","80-89","Both","Age",NA,"CPRDGold","2010-2014"
"IncidentColorectalCancer","555","172","78","40","12","Kaplan-Meier",">=90","Both","Age",NA,"CPRDGold","2010-2014"
"IncidentEsophagealCancer","<5","<5","<5","<5","0","Kaplan-Meier","<30","Both","Age",NA,"CPRDGold","2010-2014"
"IncidentEsophagealCancer","14","9","<5","<5","0","Kaplan-Meier","30-39","Both","Age",NA,"CPRDGold","2010-2014"
"IncidentEsophagealCancer","128","67","36","14","6","Kaplan-Meier","40-49","Both","Age",NA,"CPRDGold","2010-2014"
"IncidentEsophagealCancer","491","221","89","48","19","Kaplan-Meier","50-59","Both","Age",NA,"CPRDGold","2010-2014"
"IncidentEsophagealCancer","1146","436","205","90","40","Kaplan-Meier","60-69","Both","Age",NA,"CPRDGold","2010-2014"
"IncidentEsophagealCancer","1225","434","176","84","26","Kaplan-Meier","70-79","Both","Age",NA,"CPRDGold","2010-2014"
"IncidentEsophagealCancer","885","187","62","20","8","Kaplan-Meier","80-89","Both","Age",NA,"CPRDGold","2010-2014"
"IncidentEsophagealCancer","198","26","<5","<5","0","Kaplan-Meier",">=90","Both","Age",NA,"CPRDGold","2010-2014"
"IncidentHeadNeckCancer","24","17","14","7","<5","Kaplan-Meier","<30","Both","Age",NA,"CPRDGold","2010-2014"
"IncidentHeadNeckCancer","64","47","33","21","8","Kaplan-Meier","30-39","Both","Age",NA,"CPRDGold","2010-2014"
"IncidentHeadNeckCancer","307","212","141","72","35","Kaplan-Meier","40-49","Both","Age",NA,"CPRDGold","2010-2014"
"IncidentHeadNeckCancer","835","553","355","214","90","Kaplan-Meier","50-59","Both","Age",NA,"CPRDGold","2010-2014"
"IncidentHeadNeckCancer","1101","693","442","247","107","Kaplan-Meier","60-69","Both","Age",NA,"CPRDGold","2010-2014"
"IncidentHeadNeckCancer","721","418","256","139","57","Kaplan-Meier","70-79","Both","Age",NA,"CPRDGold","2010-2014"
"IncidentHeadNeckCancer","368","187","96","50","19","Kaplan-Meier","80-89","Both","Age",NA,"CPRDGold","2010-2014"
"IncidentHeadNeckCancer","64","19","10","<5","<5","Kaplan-Meier",">=90","Both","Age",NA,"CPRDGold","2010-2014"
"IncidentLiverCancer","<5","<5","0","0","0","Kaplan-Meier","<30","Both","Age",NA,"CPRDGold","2010-2014"
"IncidentLiverCancer","8","<5","<5","0","0","Kaplan-Meier","30-39","Both","Age",NA,"CPRDGold","2010-2014"
"IncidentLiverCancer","39","20","12","9","<5","Kaplan-Meier","40-49","Both","Age",NA,"CPRDGold","2010-2014"
"IncidentLiverCancer","152","56","23","12","6","Kaplan-Meier","50-59","Both","Age",NA,"CPRDGold","2010-2014"
"IncidentLiverCancer","304","110","52","29","8","Kaplan-Meier","60-69","Both","Age",NA,"CPRDGold","2010-2014"
"IncidentLiverCancer","381","119","51","24","<5","Kaplan-Meier","70-79","Both","Age",NA,"CPRDGold","2010-2014"
"IncidentLiverCancer","253","49","21","8","<5","Kaplan-Meier","80-89","Both","Age",NA,"CPRDGold","2010-2014"
"IncidentLiverCancer","20","<5","0","0","0","Kaplan-Meier",">=90","Both","Age",NA,"CPRDGold","2010-2014"
"IncidentLungCancer","9","<5","<5","0","0","Kaplan-Meier","<30","Both","Age",NA,"CPRDGold","2010-2014"
"IncidentLungCancer","32","15","9","<5","<5","Kaplan-Meier","30-39","Both","Age",NA,"CPRDGold","2010-2014"
"IncidentLungCancer","267","99","37","18","<5","Kaplan-Meier","40-49","Both","Age",NA,"CPRDGold","2010-2014"
"IncidentLungCancer","1232","395","166","77","32","Kaplan-Meier","50-59","Both","Age",NA,"CPRDGold","2010-2014"
"IncidentLungCancer","3325","1066","441","196","85","Kaplan-Meier","60-69","Both","Age",NA,"CPRDGold","2010-2014"
"IncidentLungCancer","4175","1181","500","218","79","Kaplan-Meier","70-79","Both","Age",NA,"CPRDGold","2010-2014"
"IncidentLungCancer","2627","518","200","80","18","Kaplan-Meier","80-89","Both","Age",NA,"CPRDGold","2010-2014"
"IncidentLungCancer","383","55","12","<5","0","Kaplan-Meier",">=90","Both","Age",NA,"CPRDGold","2010-2014"
"IncidentPancreaticCancer","<5","<5","0","0","0","Kaplan-Meier","<30","Both","Age",NA,"CPRDGold","2010-2014"
"IncidentPancreaticCancer","7","<5","<5","<5","0","Kaplan-Meier","30-39","Both","Age",NA,"CPRDGold","2010-2014"
"IncidentPancreaticCancer","91","29","16","6","<5","Kaplan-Meier","40-49","Both","Age",NA,"CPRDGold","2010-2014"
"IncidentPancreaticCancer","284","72","25","10","<5","Kaplan-Meier","50-59","Both","Age",NA,"CPRDGold","2010-2014"
"IncidentPancreaticCancer","775","155","53","25","10","Kaplan-Meier","60-69","Both","Age",NA,"CPRDGold","2010-2014"
"IncidentPancreaticCancer","914","154","53","22","<5","Kaplan-Meier","70-79","Both","Age",NA,"CPRDGold","2010-2014"
"IncidentPancreaticCancer","662","74","20","8","<5","Kaplan-Meier","80-89","Both","Age",NA,"CPRDGold","2010-2014"
"IncidentPancreaticCancer","136","8","<5","0","0","Kaplan-Meier",">=90","Both","Age",NA,"CPRDGold","2010-2014"
"IncidentProstateCancer","0","0","0","0","0","Kaplan-Meier","<30","Both","Age",NA,"CPRDGold","2010-2014"
"IncidentProstateCancer","<5","<5","<5","<5","0","Kaplan-Meier","30-39","Both","Age",NA,"CPRDGold","2010-2014"
"IncidentProstateCancer","160","120","85","55","29","Kaplan-Meier","40-49","Both","Age",NA,"CPRDGold","2010-2014"
"IncidentProstateCancer","1636","1217","821","464","221","Kaplan-Meier","50-59","Both","Age",NA,"CPRDGold","2010-2014"
"IncidentProstateCancer","5950","4390","2961","1761","786","Kaplan-Meier","60-69","Both","Age",NA,"CPRDGold","2010-2014"
"IncidentProstateCancer","6670","4784","3136","1838","835","Kaplan-Meier","70-79","Both","Age",NA,"CPRDGold","2010-2014"
"IncidentProstateCancer","3129","2040","1285","728","284","Kaplan-Meier","80-89","Both","Age",NA,"CPRDGold","2010-2014"
"IncidentProstateCancer","409","207","105","51","19","Kaplan-Meier",">=90","Both","Age",NA,"CPRDGold","2010-2014"
"IncidentStomachCancer","8","6","<5","<5","0","Kaplan-Meier","<30","Both","Age",NA,"CPRDGold","2010-2014"
"IncidentStomachCancer","16","<5","<5","<5","0","Kaplan-Meier","30-39","Both","Age",NA,"CPRDGold","2010-2014"
"IncidentStomachCancer","76","26","17","6","<5","Kaplan-Meier","40-49","Both","Age",NA,"CPRDGold","2010-2014"
"IncidentStomachCancer","153","60","30","20","8","Kaplan-Meier","50-59","Both","Age",NA,"CPRDGold","2010-2014"
"IncidentStomachCancer","367","139","78","46","23","Kaplan-Meier","60-69","Both","Age",NA,"CPRDGold","2010-2014"
"IncidentStomachCancer","693","243","102","62","29","Kaplan-Meier","70-79","Both","Age",NA,"CPRDGold","2010-2014"
"IncidentStomachCancer","598","165","61","27","12","Kaplan-Meier","80-89","Both","Age",NA,"CPRDGold","2010-2014"
"IncidentStomachCancer","107","14","7","<5","0","Kaplan-Meier",">=90","Both","Age",NA,"CPRDGold","2010-2014"
"IncidentBreastCancer","80","61","36","20","10","Kaplan-Meier","18-29","Female","Age*Gender","Female_18-29","CPRDGold","2010-2014"
"IncidentBreastCancer","636","452","289","169","81","Kaplan-Meier","30-39","Female","Age*Gender","Female_30-39","CPRDGold","2010-2014"
"IncidentBreastCancer","3237","2443","1699","1044","467","Kaplan-Meier","40-49","Female","Age*Gender","Female_40-49","CPRDGold","2010-2014"
"IncidentBreastCancer","5133","3823","2624","1636","761","Kaplan-Meier","50-59","Female","Age*Gender","Female_50-59","CPRDGold","2010-2014"
"IncidentBreastCancer","6161","4620","3165","1945","895","Kaplan-Meier","60-69","Female","Age*Gender","Female_60-69","CPRDGold","2010-2014"
"IncidentBreastCancer","3904","2752","1815","1046","461","Kaplan-Meier","70-79","Female","Age*Gender","Female_70-79","CPRDGold","2010-2014"
"IncidentBreastCancer","2573","1659","1003","533","228","Kaplan-Meier","80-89","Female","Age*Gender","Female_80-89","CPRDGold","2010-2014"
"IncidentBreastCancer","694","326","144","58","19","Kaplan-Meier",">=90","Female","Age*Gender","Female_>=90","CPRDGold","2010-2014"
"IncidentBreastCancer","0","0","0","0","0","Kaplan-Meier","18-29","Male","Age*Gender","Male_18-29","CPRDGold","2010-2014"
"IncidentBreastCancer","<5","<5","<5","<5","0","Kaplan-Meier","30-39","Male","Age*Gender","Male_30-39","CPRDGold","2010-2014"
"IncidentBreastCancer","7","<5","<5","<5","<5","Kaplan-Meier","40-49","Male","Age*Gender","Male_40-49","CPRDGold","2010-2014"
"IncidentBreastCancer","18","11","<5","<5","<5","Kaplan-Meier","50-59","Male","Age*Gender","Male_50-59","CPRDGold","2010-2014"
"IncidentBreastCancer","43","37","24","10","<5","Kaplan-Meier","60-69","Male","Age*Gender","Male_60-69","CPRDGold","2010-2014"
"IncidentBreastCancer","43","29","16","10","<5","Kaplan-Meier","70-79","Male","Age*Gender","Male_70-79","CPRDGold","2010-2014"
"IncidentBreastCancer","35","19","13","8","<5","Kaplan-Meier","80-89","Male","Age*Gender","Male_80-89","CPRDGold","2010-2014"
"IncidentBreastCancer","<5","<5","<5","0","0","Kaplan-Meier",">=90","Male","Age*Gender","Male_>=90","CPRDGold","2010-2014"
"IncidentColorectalCancer","27","18","11","6","<5","Kaplan-Meier","18-29","Female","Age*Gender","Female_18-29","CPRDGold","2010-2014"
"IncidentColorectalCancer","76","50","26","11","<5","Kaplan-Meier","30-39","Female","Age*Gender","Female_30-39","CPRDGold","2010-2014"
"IncidentColorectalCancer","259","184","122","65","28","Kaplan-Meier","40-49","Female","Age*Gender","Female_40-49","CPRDGold","2010-2014"
"IncidentColorectalCancer","713","458","291","165","62","Kaplan-Meier","50-59","Female","Age*Gender","Female_50-59","CPRDGold","2010-2014"
"IncidentColorectalCancer","1531","1031","684","422","194","Kaplan-Meier","60-69","Female","Age*Gender","Female_60-69","CPRDGold","2010-2014"
"IncidentColorectalCancer","1937","1226","797","456","192","Kaplan-Meier","70-79","Female","Age*Gender","Female_70-79","CPRDGold","2010-2014"
"IncidentColorectalCancer","1638","795","473","241","94","Kaplan-Meier","80-89","Female","Age*Gender","Female_80-89","CPRDGold","2010-2014"
"IncidentColorectalCancer","362","114","56","26","10","Kaplan-Meier",">=90","Female","Age*Gender","Female_>=90","CPRDGold","2010-2014"
"IncidentColorectalCancer","11","7","<5","<5","<5","Kaplan-Meier","18-29","Male","Age*Gender","Male_18-29","CPRDGold","2010-2014"
"IncidentColorectalCancer","75","49","28","10","<5","Kaplan-Meier","30-39","Male","Age*Gender","Male_30-39","CPRDGold","2010-2014"
"IncidentColorectalCancer","286","197","118","71","27","Kaplan-Meier","40-49","Male","Age*Gender","Male_40-49","CPRDGold","2010-2014"
"IncidentColorectalCancer","975","632","396","223","102","Kaplan-Meier","50-59","Male","Age*Gender","Male_50-59","CPRDGold","2010-2014"
"IncidentColorectalCancer","2364","1627","1066","637","303","Kaplan-Meier","60-69","Male","Age*Gender","Male_60-69","CPRDGold","2010-2014"
"IncidentColorectalCancer","2739","1737","1101","632","279","Kaplan-Meier","70-79","Male","Age*Gender","Male_70-79","CPRDGold","2010-2014"
"IncidentColorectalCancer","1697","886","454","220","69","Kaplan-Meier","80-89","Male","Age*Gender","Male_80-89","CPRDGold","2010-2014"
"IncidentColorectalCancer","193","58","22","14","<5","Kaplan-Meier",">=90","Male","Age*Gender","Male_>=90","CPRDGold","2010-2014"
"IncidentEsophagealCancer","<5","<5","<5","0","0","Kaplan-Meier","18-29","Female","Age*Gender","Female_18-29","CPRDGold","2010-2014"
"IncidentEsophagealCancer","<5","<5","<5","0","0","Kaplan-Meier","30-39","Female","Age*Gender","Female_30-39","CPRDGold","2010-2014"
"IncidentEsophagealCancer","34","20","12","<5","<5","Kaplan-Meier","40-49","Female","Age*Gender","Female_40-49","CPRDGold","2010-2014"
"IncidentEsophagealCancer","128","62","31","20","9","Kaplan-Meier","50-59","Female","Age*Gender","Female_50-59","CPRDGold","2010-2014"
"IncidentEsophagealCancer","286","106","55","31","15","Kaplan-Meier","60-69","Female","Age*Gender","Female_60-69","CPRDGold","2010-2014"
"IncidentEsophagealCancer","377","141","59","25","7","Kaplan-Meier","70-79","Female","Age*Gender","Female_70-79","CPRDGold","2010-2014"
"IncidentEsophagealCancer","379","81","34","10","<5","Kaplan-Meier","80-89","Female","Age*Gender","Female_80-89","CPRDGold","2010-2014"
"IncidentEsophagealCancer","117","13","<5","<5","0","Kaplan-Meier",">=90","Female","Age*Gender","Female_>=90","CPRDGold","2010-2014"
"IncidentEsophagealCancer","<5","<5","<5","<5","0","Kaplan-Meier","18-29","Male","Age*Gender","Male_18-29","CPRDGold","2010-2014"
"IncidentEsophagealCancer","13","8","<5","<5","0","Kaplan-Meier","30-39","Male","Age*Gender","Male_30-39","CPRDGold","2010-2014"
"IncidentEsophagealCancer","94","47","24","11","<5","Kaplan-Meier","40-49","Male","Age*Gender","Male_40-49","CPRDGold","2010-2014"
"IncidentEsophagealCancer","363","159","58","28","10","Kaplan-Meier","50-59","Male","Age*Gender","Male_50-59","CPRDGold","2010-2014"
"IncidentEsophagealCancer","860","330","150","59","25","Kaplan-Meier","60-69","Male","Age*Gender","Male_60-69","CPRDGold","2010-2014"
"IncidentEsophagealCancer","848","293","117","59","19","Kaplan-Meier","70-79","Male","Age*Gender","Male_70-79","CPRDGold","2010-2014"
"IncidentEsophagealCancer","506","106","28","10","<5","Kaplan-Meier","80-89","Male","Age*Gender","Male_80-89","CPRDGold","2010-2014"
"IncidentEsophagealCancer","81","13","<5","0","0","Kaplan-Meier",">=90","Male","Age*Gender","Male_>=90","CPRDGold","2010-2014"
"IncidentHeadNeckCancer","7","6","<5","<5","<5","Kaplan-Meier","18-29","Female","Age*Gender","Female_18-29","CPRDGold","2010-2014"
"IncidentHeadNeckCancer","28","22","19","10","<5","Kaplan-Meier","30-39","Female","Age*Gender","Female_30-39","CPRDGold","2010-2014"
"IncidentHeadNeckCancer","93","62","38","16","10","Kaplan-Meier","40-49","Female","Age*Gender","Female_40-49","CPRDGold","2010-2014"
"IncidentHeadNeckCancer","224","155","96","66","24","Kaplan-Meier","50-59","Female","Age*Gender","Female_50-59","CPRDGold","2010-2014"
"IncidentHeadNeckCancer","313","199","131","71","27","Kaplan-Meier","60-69","Female","Age*Gender","Female_60-69","CPRDGold","2010-2014"
"IncidentHeadNeckCancer","217","118","74","41","16","Kaplan-Meier","70-79","Female","Age*Gender","Female_70-79","CPRDGold","2010-2014"
"IncidentHeadNeckCancer","146","71","32","15","<5","Kaplan-Meier","80-89","Female","Age*Gender","Female_80-89","CPRDGold","2010-2014"
"IncidentHeadNeckCancer","36","10","<5","<5","<5","Kaplan-Meier",">=90","Female","Age*Gender","Female_>=90","CPRDGold","2010-2014"
"IncidentHeadNeckCancer","17","11","9","<5","0","Kaplan-Meier","18-29","Male","Age*Gender","Male_18-29","CPRDGold","2010-2014"
"IncidentHeadNeckCancer","36","25","14","11","<5","Kaplan-Meier","30-39","Male","Age*Gender","Male_30-39","CPRDGold","2010-2014"
"IncidentHeadNeckCancer","214","150","103","56","25","Kaplan-Meier","40-49","Male","Age*Gender","Male_40-49","CPRDGold","2010-2014"
"IncidentHeadNeckCancer","611","398","259","148","66","Kaplan-Meier","50-59","Male","Age*Gender","Male_50-59","CPRDGold","2010-2014"
"IncidentHeadNeckCancer","788","494","311","176","80","Kaplan-Meier","60-69","Male","Age*Gender","Male_60-69","CPRDGold","2010-2014"
"IncidentHeadNeckCancer","504","300","182","98","41","Kaplan-Meier","70-79","Male","Age*Gender","Male_70-79","CPRDGold","2010-2014"
"IncidentHeadNeckCancer","222","116","64","35","14","Kaplan-Meier","80-89","Male","Age*Gender","Male_80-89","CPRDGold","2010-2014"
"IncidentHeadNeckCancer","28","9","7","<5","<5","Kaplan-Meier",">=90","Male","Age*Gender","Male_>=90","CPRDGold","2010-2014"
"IncidentLiverCancer","0","0","0","0","0","Kaplan-Meier","18-29","Female","Age*Gender","Female_18-29","CPRDGold","2010-2014"
"IncidentLiverCancer","<5","0","0","0","0","Kaplan-Meier","30-39","Female","Age*Gender","Female_30-39","CPRDGold","2010-2014"
"IncidentLiverCancer","7","<5","<5","<5","0","Kaplan-Meier","40-49","Female","Age*Gender","Female_40-49","CPRDGold","2010-2014"
"IncidentLiverCancer","32","14","6","<5","<5","Kaplan-Meier","50-59","Female","Age*Gender","Female_50-59","CPRDGold","2010-2014"
"IncidentLiverCancer","75","29","15","11","<5","Kaplan-Meier","60-69","Female","Age*Gender","Female_60-69","CPRDGold","2010-2014"
"IncidentLiverCancer","105","28","14","6","<5","Kaplan-Meier","70-79","Female","Age*Gender","Female_70-79","CPRDGold","2010-2014"
"IncidentLiverCancer","80","12","<5","<5","<5","Kaplan-Meier","80-89","Female","Age*Gender","Female_80-89","CPRDGold","2010-2014"
"IncidentLiverCancer","8","<5","0","0","0","Kaplan-Meier",">=90","Female","Age*Gender","Female_>=90","CPRDGold","2010-2014"
"IncidentLiverCancer","<5","<5","0","0","0","Kaplan-Meier","18-29","Male","Age*Gender","Male_18-29","CPRDGold","2010-2014"
"IncidentLiverCancer","6","<5","<5","0","0","Kaplan-Meier","30-39","Male","Age*Gender","Male_30-39","CPRDGold","2010-2014"
"IncidentLiverCancer","32","16","10","7","<5","Kaplan-Meier","40-49","Male","Age*Gender","Male_40-49","CPRDGold","2010-2014"
"IncidentLiverCancer","120","42","17","9","<5","Kaplan-Meier","50-59","Male","Age*Gender","Male_50-59","CPRDGold","2010-2014"
"IncidentLiverCancer","229","81","37","18","<5","Kaplan-Meier","60-69","Male","Age*Gender","Male_60-69","CPRDGold","2010-2014"
"IncidentLiverCancer","276","91","37","18","<5","Kaplan-Meier","70-79","Male","Age*Gender","Male_70-79","CPRDGold","2010-2014"
"IncidentLiverCancer","173","37","17","7","0","Kaplan-Meier","80-89","Male","Age*Gender","Male_80-89","CPRDGold","2010-2014"
"IncidentLiverCancer","12","<5","0","0","0","Kaplan-Meier",">=90","Male","Age*Gender","Male_>=90","CPRDGold","2010-2014"
"IncidentLungCancer","<5","<5","<5","0","0","Kaplan-Meier","18-29","Female","Age*Gender","Female_18-29","CPRDGold","2010-2014"
"IncidentLungCancer","16","9","<5","<5","<5","Kaplan-Meier","30-39","Female","Age*Gender","Female_30-39","CPRDGold","2010-2014"
"IncidentLungCancer","136","61","20","8","<5","Kaplan-Meier","40-49","Female","Age*Gender","Female_40-49","CPRDGold","2010-2014"
"IncidentLungCancer","637","233","98","48","19","Kaplan-Meier","50-59","Female","Age*Gender","Female_50-59","CPRDGold","2010-2014"
"IncidentLungCancer","1567","539","238","110","49","Kaplan-Meier","60-69","Female","Age*Gender","Female_60-69","CPRDGold","2010-2014"
"IncidentLungCancer","1911","571","266","117","44","Kaplan-Meier","70-79","Female","Age*Gender","Female_70-79","CPRDGold","2010-2014"
